S1_mean,S1_std,S1_min,S1_max,S1_range,S2_mean,S2_std,S2_min,S2_max,S2_range,S3_mean,S3_std,S3_min,S3_max,S3_range,S4_mean,S4_std,S4_min,S4_max,S4_range,S5_mean,S5_std,S5_min,S5_max,S5_range,S6_mean,S6_std,S6_min,S6_max,S6_range,S7_mean,S7_std,S7_min,S7_max,S7_range,S8_mean,S8_std,S8_min,S8_max,S8_range,group
0.5288,0.014195460933379778,0.501,0.555,0.05400000000000005,1.8592,0.06729834074229964,1.764,1.975,0.21100000000000008,0.3346,0.014781369655376615,0.321,0.366,0.044999999999999984,1.6847,0.06275180386960115,1.637,1.835,0.19799999999999995,1.7413,0.16466400132795672,1.611,2.145,0.534,0.3052,0.011467829398413256,0.287,0.32,0.03300000000000003,0.6628000000000001,0.00695701085237044,0.654,0.674,0.020000000000000018,1.8074999999999999,0.11605769637938235,1.69,2.075,0.38500000000000023,AIR
0.5288,0.01442066418565927,0.5,0.555,0.05500000000000005,1.8595,0.0666187327675599,1.765,1.973,0.20800000000000018,0.3346,0.01475127113166861,0.321,0.366,0.044999999999999984,1.6849,0.06293638763774813,1.636,1.834,0.19800000000000018,1.7417000000000002,0.16428636921884637,1.617,2.145,0.528,0.3053,0.011643309953216349,0.287,0.32,0.03300000000000003,0.6631,0.007125073099040231,0.654,0.674,0.020000000000000018,1.8083000000000002,0.11629278185300713,1.689,2.077,0.3879999999999999,AIR
0.5286000000000001,0.01444683740862032,0.499,0.554,0.05500000000000005,1.8591000000000002,0.0664520712828259,1.764,1.97,0.20599999999999996,0.33449999999999996,0.014584999904772777,0.321,0.366,0.044999999999999984,1.6847999999999999,0.06229642401008622,1.635,1.831,0.19599999999999995,1.7417000000000002,0.16323878215669213,1.619,2.142,0.5229999999999999,0.3052,0.01150651989091403,0.287,0.32,0.03300000000000003,0.663,0.007287737036358488,0.654,0.674,0.020000000000000018,1.8083000000000002,0.11536902145338279,1.689,2.074,0.3849999999999998,AIR
0.5284000000000001,0.014668181739927958,0.498,0.554,0.05600000000000005,1.8580999999999999,0.0657122515213107,1.764,1.965,0.20100000000000007,0.3343,0.014530045499661106,0.32,0.366,0.045999999999999985,1.6843,0.06121192694238602,1.634,1.827,0.19300000000000006,1.7407,0.1619348634482396,1.617,2.136,0.5190000000000001,0.305,0.011372481406154664,0.287,0.32,0.03300000000000003,0.6628000000000001,0.007405703507732708,0.654,0.674,0.020000000000000018,1.8076,0.11430388347636211,1.687,2.069,0.3819999999999999,AIR
0.5283000000000001,0.014682188755995036,0.498,0.554,0.05600000000000005,1.8579,0.06525241587694497,1.764,1.963,0.19900000000000007,0.33440000000000003,0.014454526396023256,0.321,0.366,0.044999999999999984,1.684,0.060319519597261825,1.634,1.824,0.19000000000000017,1.7402000000000002,0.16126913323179154,1.616,2.133,0.5169999999999999,0.305,0.011234866364235156,0.287,0.319,0.03200000000000003,0.6626000000000001,0.007411702458499899,0.653,0.674,0.02100000000000002,1.8070999999999997,0.11290748425148796,1.689,2.064,0.375,AIR
0.5286000000000002,0.014214233867656913,0.5,0.554,0.05400000000000005,1.859,0.06637938100210199,1.764,1.97,0.20599999999999996,0.33440000000000003,0.014660604807897016,0.321,0.366,0.044999999999999984,1.6846,0.06138258891756054,1.636,1.829,0.19300000000000006,1.741,0.1627615843291448,1.615,2.139,0.5239999999999998,0.3051,0.011367106540853364,0.287,0.319,0.03200000000000003,0.6628000000000001,0.0073151289196507815,0.654,0.674,0.020000000000000018,1.8074,0.1139748510271747,1.689,2.068,0.379,AIR
0.5288,0.014195460933379778,0.501,0.555,0.05400000000000005,1.8594000000000002,0.06698955142408404,1.765,1.974,0.20900000000000007,0.33449999999999996,0.014826777577522807,0.321,0.366,0.044999999999999984,1.685,0.0627552565306065,1.636,1.834,0.19800000000000018,1.7417000000000002,0.1643093626871782,1.616,2.145,0.5289999999999999,0.305,0.011498792207106905,0.287,0.319,0.03200000000000003,0.663,0.007071067811865481,0.654,0.674,0.020000000000000018,1.8079,0.11561953891007248,1.688,2.074,0.3859999999999999,AIR
0.5289,0.014177055014666807,0.501,0.555,0.05400000000000005,1.8591000000000002,0.06662907273355477,1.765,1.972,0.20700000000000007,0.3346,0.014781369655376615,0.321,0.366,0.044999999999999984,1.6850999999999998,0.0625396762952217,1.636,1.833,0.19700000000000006,1.7414999999999998,0.16412207516222663,1.615,2.144,0.5290000000000001,0.3051,0.011367106540853364,0.287,0.319,0.03200000000000003,0.663,0.007071067811865481,0.654,0.674,0.020000000000000018,1.8081000000000003,0.11576072064584104,1.689,2.075,0.3860000000000001,AIR
0.5285,0.014439529078193665,0.499,0.554,0.05500000000000005,1.8588,0.0660686511642751,1.765,1.969,0.20400000000000018,0.3345,0.014615440845595826,0.321,0.366,0.044999999999999984,1.6847999999999999,0.0620748651942869,1.636,1.831,0.19500000000000006,1.7411999999999999,0.16365600779955766,1.615,2.142,0.5269999999999999,0.305,0.011362707032706218,0.287,0.319,0.03200000000000003,0.663,0.007071067811865481,0.654,0.674,0.020000000000000018,1.8079999999999998,0.11555662392668506,1.688,2.074,0.3859999999999999,AIR
0.5286000000000001,0.014848868269632177,0.498,0.555,0.05700000000000005,1.8580999999999999,0.06525922667842964,1.764,1.964,0.19999999999999996,0.33440000000000003,0.014454526396023256,0.321,0.366,0.044999999999999984,1.6844000000000001,0.06071280296975631,1.636,1.826,0.19000000000000017,1.7406,0.1620261981560047,1.615,2.136,0.5210000000000001,0.3049,0.011367106540853364,0.287,0.319,0.03200000000000003,0.6627000000000001,0.007303728119559527,0.654,0.674,0.020000000000000018,1.8074000000000001,0.1141764715984281,1.689,2.069,0.3799999999999999,AIR
0.5287000000000001,0.0146215214286643,0.499,0.555,0.05600000000000005,1.8579,0.06509727763551679,1.764,1.963,0.19900000000000007,0.33440000000000003,0.014431447143882224,0.321,0.366,0.044999999999999984,1.6842,0.06019560707486152,1.636,1.824,0.18800000000000017,1.7404,0.1611343125056444,1.615,2.133,0.518,0.305,0.011195237082497787,0.288,0.319,0.031000000000000028,0.6626000000000001,0.007441624673267114,0.653,0.674,0.02100000000000002,1.8069000000000002,0.1130776036376985,1.688,2.064,0.3760000000000001,AIR
0.5287000000000001,0.014197417605560071,0.5,0.554,0.05400000000000005,1.8588,0.0662097676580528,1.764,1.969,0.20500000000000007,0.33440000000000003,0.014660604807897016,0.321,0.366,0.044999999999999984,1.6844999999999999,0.06129210570882867,1.636,1.828,0.19200000000000017,1.7408000000000001,0.1625688230326535,1.615,2.138,0.5229999999999999,0.30489999999999995,0.011229425630903844,0.287,0.319,0.03200000000000003,0.6627000000000001,0.007303728119559527,0.654,0.674,0.020000000000000018,1.8073000000000001,0.11360462627512628,1.689,2.067,0.3780000000000001,AIR
0.5288,0.013974580097050833,0.501,0.554,0.05300000000000005,1.8591000000000002,0.06690532282428821,1.764,1.973,0.20900000000000007,0.33449999999999996,0.014826777577522807,0.321,0.366,0.044999999999999984,1.6852,0.06280268925593699,1.636,1.834,0.19800000000000018,1.7414,0.16420055487793647,1.615,2.144,0.5290000000000001,0.305,0.011362707032706218,0.287,0.319,0.03200000000000003,0.6629,0.007062420107709386,0.654,0.674,0.020000000000000018,1.8079,0.11545316510747254,1.689,2.074,0.3849999999999998,AIR
0.5287000000000001,0.013992458286122894,0.501,0.554,0.05300000000000005,1.8591000000000002,0.06676900478515459,1.764,1.972,0.20799999999999996,0.3346,0.014781369655376615,0.321,0.366,0.044999999999999984,1.685,0.06261700159612317,1.636,1.833,0.19700000000000006,1.7414999999999998,0.16447306432631725,1.615,2.145,0.53,0.305,0.011498792207106905,0.287,0.319,0.03200000000000003,0.663,0.007071067811865481,0.654,0.674,0.020000000000000018,1.8081,0.1160176710678162,1.688,2.076,0.3880000000000001,AIR
0.5288000000000002,0.0141169716614042,0.5,0.554,0.05400000000000005,1.8588,0.0660686511642751,1.765,1.969,0.20400000000000018,0.33440000000000003,0.014660604807897016,0.321,0.366,0.044999999999999984,1.6849,0.062015141520259234,1.636,1.831,0.19500000000000006,1.7411999999999999,0.16365600779955766,1.615,2.142,0.5269999999999999,0.305,0.011498792207106905,0.287,0.319,0.03200000000000003,0.663,0.007071067811865481,0.654,0.674,0.020000000000000018,1.8077999999999999,0.11524929500868972,1.688,2.073,0.385,AIR
0.5287000000000001,0.0146215214286643,0.499,0.555,0.05600000000000005,1.8582,0.06521554007034415,1.765,1.964,0.19900000000000007,0.3343,0.01449942527596639,0.321,0.366,0.044999999999999984,1.6844000000000001,0.06071280296975631,1.636,1.826,0.19000000000000017,1.7406,0.1620261981560047,1.615,2.136,0.5210000000000001,0.3049,0.011189777080492326,0.288,0.319,0.031000000000000028,0.6627000000000001,0.007303728119559527,0.654,0.674,0.020000000000000018,1.8076,0.11405963352562548,1.689,2.069,0.3799999999999999,AIR
0.5287000000000001,0.0146215214286643,0.499,0.555,0.05600000000000005,1.8580999999999999,0.06517915481365356,1.764,1.963,0.19900000000000007,0.33440000000000003,0.014431447143882224,0.321,0.366,0.044999999999999984,1.6842,0.06019560707486152,1.636,1.824,0.18800000000000017,1.7403,0.16121348854512418,1.615,2.133,0.518,0.30489999999999995,0.011229425630903844,0.287,0.319,0.03200000000000003,0.6626000000000001,0.007441624673267114,0.653,0.674,0.02100000000000002,1.8071000000000002,0.11279031676325567,1.689,2.064,0.375,AIR
0.5289,0.014177055014666807,0.501,0.555,0.05400000000000005,1.8588,0.06632378490741042,1.764,1.969,0.20500000000000007,0.33440000000000003,0.014660604807897016,0.321,0.366,0.044999999999999984,1.6846,0.06123216293564833,1.636,1.828,0.19200000000000017,1.7408000000000001,0.1625688230326535,1.615,2.138,0.5229999999999999,0.305,0.011234866364235156,0.287,0.319,0.03200000000000003,0.6627000000000001,0.007303728119559527,0.654,0.674,0.020000000000000018,1.8072000000000004,0.11339880461843006,1.688,2.066,0.3779999999999999,AIR
0.5289,0.013755402978870209,0.502,0.554,0.052000000000000046,1.8591000000000002,0.0668371985582214,1.765,1.973,0.20800000000000018,0.33440000000000003,0.014592235378218549,0.321,0.365,0.043999999999999984,1.6851999999999996,0.06248519824726494,1.636,1.833,0.19700000000000006,1.7414,0.16420055487793647,1.615,2.144,0.5290000000000001,0.3051,0.011367106540853364,0.287,0.319,0.03200000000000003,0.663,0.007071067811865481,0.654,0.674,0.020000000000000018,1.8079,0.11519592006664123,1.688,2.073,0.385,AIR
0.5289,0.014177055014666807,0.501,0.555,0.05400000000000005,1.859,0.06689959308961117,1.764,1.972,0.20799999999999996,0.33449999999999996,0.014826777577522807,0.321,0.366,0.044999999999999984,1.6852,0.06248875454387331,1.636,1.833,0.19700000000000006,1.7416,0.164414922274916,1.615,2.145,0.53,0.305,0.01132352516764203,0.288,0.319,0.031000000000000028,0.6631,0.006967384333051,0.654,0.674,0.020000000000000018,1.8080000000000003,0.11576124855350634,1.688,2.075,0.38700000000000023,AIR
0.5289,0.013892044086054767,0.501,0.554,0.05300000000000005,1.8588999999999998,0.06616553315569805,1.765,1.969,0.20400000000000018,0.33440000000000003,0.014660604807897016,0.321,0.366,0.044999999999999984,1.6850999999999998,0.06207423870746314,1.636,1.831,0.19500000000000006,1.7411999999999999,0.16365600779955766,1.615,2.142,0.5269999999999999,0.30510000000000004,0.011327939893123659,0.288,0.319,0.031000000000000028,0.6629,0.007062420107709386,0.654,0.674,0.020000000000000018,1.8077999999999999,0.11524929500868972,1.688,2.073,0.385,AIR
0.5287000000000001,0.014345343805182546,0.499,0.554,0.05500000000000005,1.8583000000000003,0.06519892637152852,1.765,1.964,0.19900000000000007,0.33420000000000005,0.014257941257028962,0.321,0.365,0.043999999999999984,1.6847,0.06082954326092989,1.636,1.826,0.19000000000000017,1.7408000000000001,0.16223905544322892,1.615,2.137,0.522,0.3049,0.011367106540853364,0.287,0.319,0.03200000000000003,0.6629,0.007187179944564881,0.654,0.674,0.020000000000000018,1.8073000000000001,0.11397470479599117,1.688,2.068,0.3800000000000001,AIR
0.5286000000000001,0.014423745853433664,0.499,0.554,0.05500000000000005,1.8581000000000003,0.06491267638570723,1.765,1.962,0.19700000000000006,0.33420000000000005,0.014257941257028962,0.321,0.365,0.043999999999999984,1.6842999999999997,0.06000194441293829,1.636,1.823,0.18700000000000006,1.7403,0.16121348854512418,1.615,2.133,0.518,0.3048,0.011103552984918347,0.287,0.319,0.03200000000000003,0.6626000000000001,0.007441624673267114,0.653,0.674,0.02100000000000002,1.8069,0.112654289260946,1.688,2.063,0.3750000000000002,AIR
0.5288,0.013974580097050833,0.501,0.554,0.05300000000000005,1.8585999999999998,0.06598518352209415,1.765,1.968,0.20300000000000007,0.3343,0.014422590305181343,0.321,0.365,0.043999999999999984,1.6845999999999997,0.061085004524660404,1.636,1.827,0.19100000000000006,1.7408000000000001,0.16233696094509373,1.615,2.137,0.522,0.3048,0.0113607511488751,0.287,0.319,0.03200000000000003,0.6627000000000001,0.007303728119559527,0.654,0.674,0.020000000000000018,1.8071000000000002,0.11346702898492872,1.688,2.066,0.3779999999999999,AIR
0.5289,0.013755402978870209,0.502,0.554,0.052000000000000046,1.8591000000000002,0.0668371985582214,1.765,1.973,0.20800000000000018,0.33440000000000003,0.014592235378218549,0.321,0.365,0.043999999999999984,1.6853000000000002,0.06259756828787807,1.636,1.833,0.19700000000000006,1.7414999999999998,0.16423915489310095,1.615,2.144,0.5290000000000001,0.30519999999999997,0.011193251935380046,0.288,0.319,0.031000000000000028,0.6628999999999999,0.007015063158027245,0.654,0.674,0.020000000000000018,1.8079,0.11519592006664123,1.688,2.073,0.385,AIR
0.5289,0.013755402978870209,0.502,0.554,0.052000000000000046,1.859,0.06657827473483122,1.765,1.972,0.20700000000000007,0.3343,0.014422590305181343,0.321,0.365,0.043999999999999984,1.6854,0.06264928837052611,1.636,1.833,0.19700000000000006,1.7414999999999998,0.16411530499418187,1.616,2.144,0.528,0.305,0.011498792207106905,0.287,0.319,0.03200000000000003,0.6631,0.007015063158027245,0.654,0.674,0.020000000000000018,1.8080000000000003,0.11545176963178651,1.688,2.074,0.3859999999999999,AIR
0.5288,0.013974580097050833,0.501,0.554,0.05300000000000005,1.8587,0.06601691702384575,1.765,1.969,0.20400000000000018,0.3343,0.014422590305181343,0.321,0.365,0.043999999999999984,1.6850999999999998,0.06186625359057506,1.636,1.83,0.19400000000000017,1.7411999999999999,0.163298499686923,1.616,2.141,0.5249999999999999,0.3051,0.011367106540853364,0.287,0.319,0.03200000000000003,0.6628999999999999,0.007015063158027245,0.654,0.674,0.020000000000000018,1.8077999999999999,0.11494037101423019,1.688,2.072,0.3840000000000001,AIR
0.5286000000000002,0.014214233867656913,0.5,0.554,0.05400000000000005,1.8582999999999998,0.06515630778707802,1.765,1.964,0.19900000000000007,0.33420000000000005,0.014257941257028962,0.321,0.365,0.043999999999999984,1.6847,0.06048333103701661,1.637,1.825,0.18799999999999994,1.7408000000000001,0.16197997132704745,1.616,2.136,0.52,0.3048,0.0113607511488751,0.287,0.319,0.03200000000000003,0.6628000000000001,0.007177124153246285,0.654,0.674,0.020000000000000018,1.8072,0.1136151398362032,1.688,2.067,0.3790000000000002,AIR
0.5287000000000001,0.014414884282882373,0.499,0.554,0.05500000000000005,1.858,0.06473879139365449,1.765,1.961,0.19600000000000017,0.3341,0.014098463273231816,0.321,0.365,0.043999999999999984,1.6844000000000001,0.05971264522695345,1.637,1.822,0.18500000000000005,1.7403,0.16098312540967352,1.615,2.132,0.5170000000000001,0.3048,0.011063453348751475,0.288,0.319,0.031000000000000028,0.6626,0.0073966959590827585,0.653,0.674,0.02100000000000002,1.8067,0.11234871309157628,1.688,2.062,0.3739999999999999,AIR
0.5287000000000001,0.013992458286122894,0.501,0.554,0.05300000000000005,1.8585,0.06571867652687816,1.765,1.967,0.20200000000000018,0.3343,0.014422590305181343,0.321,0.365,0.043999999999999984,1.6849,0.06152045730215822,1.636,1.828,0.19200000000000017,1.7411,0.16311512635082148,1.615,2.14,0.5250000000000001,0.3049,0.011367106540853364,0.287,0.319,0.03200000000000003,0.6629,0.007233410137841094,0.654,0.674,0.020000000000000018,1.8074000000000001,0.11422900974212574,1.688,2.069,0.381,AIR
0.5288,0.013974580097050833,0.501,0.554,0.05300000000000005,1.8585,0.06600210434355695,1.765,1.968,0.20300000000000007,0.3343,0.014422590305181343,0.321,0.365,0.043999999999999984,1.6850999999999998,0.06141018735609844,1.637,1.829,0.19199999999999995,1.7411,0.16311512635082148,1.615,2.14,0.5250000000000001,0.305,0.011055415967851343,0.288,0.319,0.031000000000000028,0.6629,0.006999206304209712,0.655,0.674,0.019000000000000017,1.8074000000000001,0.11443212447171947,1.688,2.07,0.3819999999999999,AIR
0.5287000000000001,0.013992458286122894,0.501,0.554,0.05300000000000005,1.8584,0.06607605046039333,1.765,1.968,0.20300000000000007,0.3343,0.014422590305181343,0.321,0.365,0.043999999999999984,1.6848999999999996,0.06120539191933997,1.637,1.828,0.19100000000000006,1.741,0.1628434831364153,1.615,2.139,0.5239999999999998,0.3048,0.0113607511488751,0.287,0.319,0.03200000000000003,0.6629,0.007233410137841094,0.654,0.674,0.020000000000000018,1.8073000000000001,0.11417729877499971,1.688,2.069,0.381,AIR
0.5288,0.013974580097050833,0.501,0.554,0.05300000000000005,1.8585,0.06617191414960143,1.765,1.968,0.20300000000000007,0.33420000000000005,0.014459137825841014,0.321,0.365,0.043999999999999984,1.685,0.061318838867023606,1.637,1.828,0.19100000000000006,1.741,0.1628434831364153,1.615,2.139,0.5239999999999998,0.3049,0.011189777080492326,0.288,0.319,0.031000000000000028,0.663,0.00724185366080015,0.654,0.674,0.020000000000000018,1.8073000000000001,0.11417729877499971,1.688,2.069,0.381,AIR
0.5287000000000001,0.013992458286122894,0.501,0.554,0.05300000000000005,1.8585999999999998,0.06609790717816512,1.765,1.968,0.20300000000000007,0.3343,0.014422590305181343,0.321,0.365,0.043999999999999984,1.685,0.061318838867023606,1.637,1.828,0.19100000000000006,1.7411,0.1628212721565172,1.615,2.139,0.5239999999999998,0.3049,0.011189777080492326,0.288,0.319,0.031000000000000028,0.663,0.006879922480183437,0.655,0.674,0.019000000000000017,1.8073000000000001,0.11417729877499971,1.688,2.069,0.381,AIR
0.5288,0.013974580097050833,0.501,0.554,0.05300000000000005,1.8582999999999998,0.06604047580419485,1.765,1.968,0.20300000000000007,0.3343,0.014422590305181343,0.321,0.365,0.043999999999999984,1.685,0.061318838867023606,1.637,1.828,0.19100000000000006,1.741,0.16290760844383195,1.614,2.139,0.5249999999999997,0.3049,0.011189777080492326,0.288,0.319,0.031000000000000028,0.6628000000000001,0.0071305290437978395,0.654,0.674,0.020000000000000018,1.8073000000000001,0.11417729877499971,1.688,2.069,0.381,AIR
0.5287000000000001,0.013992458286122894,0.501,0.554,0.05300000000000005,1.8582999999999998,0.06604047580419485,1.765,1.968,0.20300000000000007,0.33420000000000005,0.014257941257028962,0.321,0.365,0.043999999999999984,1.6849,0.06140656859544159,1.636,1.828,0.19200000000000017,1.741,0.1628434831364153,1.615,2.139,0.5239999999999998,0.3048,0.0113607511488751,0.287,0.319,0.03200000000000003,0.6627000000000001,0.007071853442423083,0.654,0.674,0.020000000000000018,1.8073000000000001,0.11417729877499971,1.688,2.069,0.381,AIR
0.5289,0.013892044086054767,0.501,0.554,0.05300000000000005,1.8585,0.06592293480522035,1.765,1.968,0.20300000000000007,0.33420000000000005,0.014257941257028962,0.321,0.365,0.043999999999999984,1.685,0.061356879538212124,1.636,1.828,0.19200000000000017,1.7411,0.16294065040853228,1.615,2.139,0.5239999999999998,0.305,0.011195237082497787,0.288,0.319,0.031000000000000028,0.6629,0.007140650452787125,0.654,0.674,0.020000000000000018,1.8074000000000001,0.11394267564584103,1.688,2.068,0.3800000000000001,AIR
0.5290000000000001,0.013880441875771355,0.501,0.554,0.05300000000000005,1.8583000000000003,0.06583826985711108,1.765,1.967,0.20200000000000018,0.33420000000000005,0.014257941257028962,0.321,0.365,0.043999999999999984,1.6850999999999998,0.061268897311586926,1.637,1.828,0.19100000000000006,1.7411,0.16294065040853228,1.615,2.139,0.5239999999999998,0.30510000000000004,0.011059937713306637,0.288,0.319,0.031000000000000028,0.6628999999999999,0.007015063158027245,0.654,0.674,0.020000000000000018,1.8073000000000001,0.11385668379346224,1.688,2.068,0.3800000000000001,AIR
0.5289,0.013892044086054767,0.501,0.554,0.05300000000000005,1.8582999999999998,0.06568451534079822,1.765,1.967,0.20200000000000018,0.3341,0.014363920851293422,0.32,0.365,0.044999999999999984,1.6850999999999998,0.061268897311586926,1.637,1.828,0.19100000000000006,1.741,0.1628434831364153,1.615,2.139,0.5239999999999998,0.30489999999999995,0.011229425630903844,0.287,0.319,0.03200000000000003,0.6628000000000001,0.0071305290437978395,0.654,0.674,0.020000000000000018,1.8074000000000001,0.11411125175800049,1.688,2.069,0.381,AIR
0.5291,0.01365812741353824,0.502,0.554,0.052000000000000046,1.8583000000000003,0.06583826985711108,1.765,1.967,0.20200000000000018,0.33420000000000005,0.014257941257028962,0.321,0.365,0.043999999999999984,1.6850999999999998,0.061268897311586926,1.637,1.828,0.19100000000000006,1.741,0.1628434831364153,1.615,2.139,0.5239999999999998,0.3048,0.0113607511488751,0.287,0.319,0.03200000000000003,0.6629,0.006999206304209712,0.655,0.674,0.019000000000000017,1.8073000000000001,0.11385668379346224,1.688,2.068,0.3800000000000001,AIR
0.5291,0.01365812741353824,0.502,0.554,0.052000000000000046,1.8583000000000003,0.06583826985711108,1.765,1.967,0.20200000000000018,0.3342,0.014528133626404541,0.32,0.365,0.044999999999999984,1.685,0.061329710037903634,1.637,1.828,0.19100000000000006,1.7411,0.16294065040853228,1.615,2.139,0.5239999999999998,0.305,0.011195237082497787,0.288,0.319,0.031000000000000028,0.6629,0.006822348894951395,0.655,0.674,0.019000000000000017,1.8074000000000001,0.11392999800072168,1.688,2.068,0.3800000000000001,AIR
