recording,start_sample,start_time_sec,resp_mean,resp_std,resp_range,resp_change,ppg_mean,ppg_std,ppg_range,ppg_change,resp_variability,ppg_variability,physiological_change
bidmc_01,13125,105.0,0.47743734480000005,0.3133558871682948,0.911046,0.023002110399999942,0.431106904,0.06812633053449146,0.35092999999999996,-0.05764404800000006,0.6563274411894174,0.1580261690922082,0.0403230792
bidmc_01,13750,110.0,0.5015522552,0.3276030053805631,0.921799,0.025227710399999936,0.460048448,0.08553775570770661,0.38808,0.11552713599999997,0.6531769098974897,0.18593165599821915,0.07037742319999996
bidmc_01,14375,115.0,0.47088870079999995,0.33716361474440043,0.938416,-0.08655481919999986,0.499970512,0.050444525167929334,0.19942,-0.03568300799999985,0.7160139926007922,0.10089479891792183,0.06111891359999985
bidmc_01,15000,120.0,0.445468584,0.33254523732771113,0.938416,0.035714585599999904,0.474644096,0.052260734344848084,0.21603000000000006,-0.014969824000000076,0.7465049226070419,0.11010486526726505,0.02534220479999999
bidmc_01,15625,125.0,0.4954860184,0.3321422676020389,0.915934,0.0643202832000001,0.46813052,0.0585426076013838,0.24046999999999996,0.0019426720000000341,0.6703349538290122,0.12505589796940783,0.03313147760000007
bidmc_01,16250,130.0,0.47732455119999995,0.31839265169461084,0.912023,-0.10064321760000006,0.46634834399999997,0.06384003476485318,0.23949999999999994,-0.0055070239999999715,0.6670345865503521,0.13689315871505373,0.053075120800000014
bidmc_01,16875,135.0,0.440012544,0.3136843470386829,0.916911,0.026019203199999896,0.4662739600000001,0.06571736862472811,0.24927,0.00535825599999995,0.7128970262758161,0.140941234812884,0.015688729599999923
bidmc_01,17500,140.0,0.45938223519999993,0.32231432355876816,0.922776,0.01272017920000007,0.4683251279999999,0.06485911872746665,0.24927,-0.001255919999999966,0.7016240447225799,0.1384913521789813,0.006988049600000018
bidmc_01,18125,145.0,0.48267058640000005,0.3168470372929817,0.922776,0.03385652319999999,0.463596152,0.06372543208729851,0.22874000000000005,-0.008202032000000026,0.6564443530976857,0.1374586358272074,0.021029277600000007
bidmc_01,18750,150.0,0.501820428,0.3262272656484593,0.916911,0.0044431600000000016,0.46268679199999996,0.06469426644292936,0.24438000000000004,0.006383311999999974,0.6500863602987859,0.13982272184723943,0.005413235999999988
bidmc_01,19375,155.0,0.484187564,0.33824415856338735,0.924731,-0.03970888799999994,0.4699580239999999,0.06702442306275694,0.26295999999999997,0.008159151999999947,0.6985794042078767,0.14261758927892607,0.023934019999999945
bidmc_01,20000,160.0,0.4530243912,0.32967439678809357,0.924731,-0.022617457600000113,0.4706164159999999,0.06635500545124644,0.27273,-0.006842367999999932,0.7277172608688287,0.14099564358503563,0.014729912800000022
bidmc_01,20625,165.0,0.4768929528,0.33111055990259475,0.930596,0.07035458080000012,0.46853484,0.06634502509046478,0.26784,0.00267921600000004,0.6943064762271289,0.1416007473205567,0.03651689840000008
bidmc_01,21250,170.0,0.513320724,0.3408421957266486,0.930596,0.002500961600000018,0.46559441600000007,0.06648198889096914,0.25611,-0.00856006400000009,0.6639933199605801,0.1427891826387078,0.005530512800000054
bidmc_01,21875,175.0,0.4681688384,0.3331293124682358,0.925709,-0.09280473280000001,0.4650055679999999,0.06482853115008373,0.23459999999999998,0.007382368000000028,0.7115565445367568,0.1394142268332084,0.05009355040000002
bidmc_01,22500,180.0,0.4507806904,0.33629412147161325,0.929619,0.05802843679999997,0.4682274719999999,0.06604638518018391,0.25807,-0.0009385600000000327,0.746024358649535,0.14105589285946696,0.029483498400000002
bidmc_01,23125,185.0,0.486360832,0.341058122678885,0.929619,0.01313184639999998,0.46531442399999995,0.06530227751271944,0.25807,-0.004887535999999915,0.7012436014487359,0.1403398085353806,0.009009691199999947
bidmc_01,23750,190.0,0.5029615728,0.32463706133523057,0.917889,0.02006963519999999,0.464615272,0.06483891072223542,0.24242000000000002,0.0034892319999998977,0.6454497389894666,0.13955368038043106,0.011779433599999944
bidmc_01,24375,195.0,0.500440224,0.3364803685334421,0.908113,-0.02511233279999997,0.46533936000000004,0.06328674843717601,0.24242000000000002,-0.00204105599999993,0.6723674077926124,0.13600098740022465,0.01357669439999995
bidmc_01,25000,200.0,0.4495951752,0.3215336351691557,0.913001,-0.0765777648,0.466076728,0.06331981480779943,0.23557999999999996,0.003515791999999962,0.7151609664520022,0.13585677024197867,0.04004677839999998
bidmc_01,25625,205.0,0.4445981184,0.3214897260136522,0.926686,0.06658365119999998,0.46693692000000003,0.06623202305859002,0.24340999999999996,-0.0017954079999999428,0.7231002327908624,0.14184331625623814,0.03418952959999996
bidmc_01,26250,210.0,0.5012541735999999,0.34046235640715566,0.926686,0.04672845919999996,0.46401000000000003,0.06529229061872466,0.24340999999999996,-0.004058432000000112,0.6792196357036377,0.14071280771086173,0.025393445600000036
bidmc_01,26875,215.0,0.5072882888,0.34106775455447413,0.909091,-0.03466022879999997,0.46210036,0.06501172294863751,0.22189000000000003,0.00023915200000013126,0.6723338380774306,0.14068714913247066,0.01744969040000005
bidmc_01,27500,220.0,0.4441985608,0.3262816130864329,0.909091,-0.0915192272,0.461948568,0.06605159758332402,0.24535999999999997,-0.0005427359999999881,0.7345383514085476,0.1429844341435211,0.04603098159999999
bidmc_01,28125,225.0,0.4554477312000001,0.3212123778964014,0.914956,0.11401756800000001,0.4628666880000001,0.0662461700887731,0.24535999999999997,0.0023789759999999216,0.7052657212373443,0.1431211808605942,0.05819827199999997
bidmc_01,28750,230.0,0.5170204056000001,0.3352119824778647,0.914956,0.009127780799999985,0.46011628,0.06399022880535433,0.23167,-0.007879792000000052,0.6483522323197689,0.13907373529930095,0.008503786400000019
bidmc_01,29375,235.0,0.4912883608,0.3390705792514712,0.924731,-0.06059187039999997,0.46168647199999996,0.06407235677351986,0.23558,0.011020175999999993,0.6901647100587309,0.13877863416124894,0.03580602319999998
bidmc_01,30000,240.0,0.4357113928,0.32584332008470346,0.924731,-0.050562065600000095,0.466925184,0.0657050667940163,0.25122,-0.0005427519999999242,0.7478403769760837,0.140718317039201,0.02555240880000001
bidmc_01,30625,245.0,0.4677057264,0.3189579075720412,0.910068,0.1145507328,0.46365491999999997,0.0650068468076525,0.23656,-0.005997776000000066,0.681961343654606,0.14020493215670038,0.06027425440000003
bidmc_01,31250,250.0,0.5125784944,0.33075301472110025,0.911046,-0.02480519680000004,0.461897832,0.06422530535310654,0.24535,0.0024836000000000302,0.6452716472949492,0.13904626057401795,0.013644398400000035
bidmc_01,31875,255.0,0.44047545599999993,0.3192870734413081,0.913978,-0.11940087999999993,0.46189154400000004,0.06513869683756396,0.23362,-0.0024961760000000166,0.7248675135574287,0.1410256512769428,0.060948527999999974
bidmc_01,32500,260.0,0.43976455200000003,0.32170766137234236,0.913978,0.11797907200000007,0.4627462399999999,0.06559583593325419,0.22970999999999997,0.004205567999999993,0.7315435688613062,0.14175305709711894,0.06109232000000003
bidmc_01,33125,265.0,0.510443724,0.3417151207875704,0.912023,0.02337927199999995,0.461982928,0.06576337295780088,0.24241999999999997,-0.005732191999999858,0.6694458865394607,0.1423499151637173,0.014555731999999905
bidmc_01,33750,270.0,0.47686731520000003,0.33056587922601066,0.906158,-0.09053208960000003,0.46185704800000005,0.06539956791910552,0.24145000000000005,0.005480431999999924,0.6932016002937212,0.1416010139961998,0.04800626079999998
bidmc_01,34375,275.0,0.44556637680000005,0.3248896487260295,0.915934,0.02793021280000002,0.46826103999999996,0.0657991517881378,0.26100000000000007,0.007327552000000015,0.7291594170545869,0.14051780022172589,0.017628882400000018
bidmc_01,35000,280.0,0.49217116000000005,0.33250460222180145,0.915934,0.06527935360000009,0.4647998160000001,0.06578250189135515,0.26100000000000007,-0.01425000000000004,0.6755859620783944,0.1415283700606824,0.039764676800000065
bidmc_01,35625,285.0,0.5127147504,0.33032580867131545,0.917889,-0.024192172800000078,0.46016468800000004,0.06334907432648607,0.2434,0.004979743999999953,0.6442669420894689,0.13766579294909548,0.014585958400000015
bidmc_01,36250,290.0,0.47518748639999997,0.3355173928053379,0.926686,-0.05086235519999999,0.46392473599999995,0.06456273792560462,0.24241999999999997,0.002540351999999968,0.7060722269329334,0.13916610551134553,0.026701353599999977
bidmc_01,36875,295.0,0.43616805519999996,0.3285231119939773,0.926686,-0.027176507200000033,0.465590424,0.06634832925990092,0.24046999999999996,0.000791024000000029,0.7532013288823003,0.14250333197696727,0.013983765600000031
bidmc_01,37500,300.0,0.4711342424,0.3317768531747199,0.921799,0.09710888160000009,0.46604318399999994,0.06696816579675857,0.24829,0.00011449600000007498,0.7042072494611579,0.1436948857981212,0.04861168880000008
bidmc_01,38125,305.0,0.5163142984,0.34256962226918336,0.901271,-0.0067487696000000374,0.46478344,0.06610554418508632,0.25416,-0.002633984000000089,0.6634891960992945,0.1422283934141305,0.004691376800000063
bidmc_01,38750,310.0,0.4618987128,0.326060507160815,0.925709,-0.1020824016000001,0.4626844319999999,0.06642453781214722,0.24242999999999998,-0.0015640319999999375,0.7059119071199713,0.1435630629756833,0.051823216800000016
bidmc_01,39375,315.0,0.450823816,0.32420527028870294,0.925709,0.07993260800000013,0.46412030400000004,0.06788629672553648,0.23656,0.004435776000000002,0.7191380305220442,0.14626843486920926,0.042184192000000065
bidmc_01,40000,320.0,0.5096038472000001,0.3436172432626813,0.921799,0.03762745439999998,0.46206358399999997,0.0662867255715271,0.24634,-0.00854921599999997,0.6742817403536683,0.1434577067077859,0.023088335199999976
bidmc_01,40625,325.0,0.484583384,0.3305472674909169,0.918866,-0.0876683808,0.46359712799999997,0.06415433813415594,0.23753999999999997,0.01161630399999991,0.6821252983070063,0.13838351421073028,0.049642342399999956
bidmc_01,41250,330.0,0.4353110512,0.3091576892123561,0.918866,-0.010876284800000025,0.4642955120000001,0.06849140898490741,0.30987999999999993,-0.010219535999999974,0.7101978646355382,0.14751652707851357,0.010547910399999999
bidmc_01,41875,335.0,0.4671937344,0.31327764961832794,0.918866,0.07464165119999994,0.4566465679999999,0.06614991490471757,0.30987999999999993,-0.005078351999999897,0.6705504718940342,0.14485988657387874,0.03986000159999992
bidmc_01,42500,340.0,0.5214325903999999,0.3387316245911554,0.926686,0.03383606080000001,0.461129088,0.05939529012815962,0.23656,0.014043391999999988,0.6496160409062045,0.12880376204850813,0.0239397264
bidmc_01,43125,345.0,0.44000537544,0.34746050477660895,1.0,-0.19669049071999994,0.46779428,0.060884171274984106,0.24536000000000002,-0.000713008000000126,0.7896715233481639,0.13015131592388898,0.09870174936000004
bidmc_01,43750,350.0,0.42546089224,0.32486083333301463,1.0,0.16760152431999992,0.46649371200000006,0.06488433645049517,0.26686,-0.0018881279999999334,0.7635486027260062,0.13908911458463685,0.08474482615999993
bidmc_01,44375,355.0,0.502618248,0.32577077068820903,0.906158,-0.01328681279999988,0.46424288799999996,0.06705216127209812,0.26588,-0.0026135199999999803,0.6481462299434442,0.14443305125882053,0.00795016639999993
bidmc_01,45000,360.0,0.44911821039999994,0.30990059200269965,0.912023,-0.09371326240000011,0.461689616,0.065011797482092,0.25415,-0.002493024000000066,0.6900185626143497,0.14081247317812498,0.04810314320000009
bidmc_01,45625,365.0,0.4375874879999999,0.30871922378610417,0.912023,0.07065181760000006,0.464568296,0.06605262692169316,0.23459999999999998,0.00825038400000011,0.7055012466098154,0.14218035391149303,0.03945110080000008
bidmc_01,46250,370.0,0.4910881671999999,0.3270799900661464,0.913978,0.03634954080000008,0.46332427200000004,0.06740755630988277,0.23948999999999998,-0.010738432000000075,0.6660297394280346,0.14548646573693214,0.023543986400000078
bidmc_01,46875,375.0,0.4992665008,0.3214839974652929,0.913978,-0.019992873600000072,0.46197375200000007,0.06595846662804174,0.23265000000000002,0.008037391999999977,0.643911323989973,0.14277504634721191,0.014015132800000024
bidmc_01,47500,380.0,0.44928630159999994,0.31208821096341244,0.921799,-0.07996752480000002,0.4641545120000001,0.06674309190771624,0.22776000000000002,-0.003675871999999969,0.6946294939830379,0.1437946769610187,0.041821698399999996
bidmc_01,48125,385.0,0.4362352224,0.30815270859331567,0.921799,0.0538653664,0.46411221599999997,0.06687276349583098,0.22483000000000003,0.00359128000000003,0.7063895494463545,0.14408717784893027,0.028728323200000017
bidmc_01,48750,390.0,0.49274360080000007,0.3212335782216545,0.912023,0.05915139040000006,0.46233495999999996,0.06471292437989802,0.23265000000000008,-0.007145791999999984,0.6519271397395583,0.13996948102392476,0.03314859120000002
bidmc_01,49375,395.0,0.5014349511999999,0.3271194222924442,0.924731,-0.04176868960000002,0.46368239200000005,0.06655449903679192,0.24535,0.009840656000000003,0.6523653150708596,0.14353436026622216,0.02580467280000001
bidmc_01,50000,400.0,0.45354838,0.31860298541741067,0.926686,-0.05400445280000005,0.46471295200000007,0.06919051135644032,0.23948999999999998,-0.007779535999999976,0.7024659264607763,0.14888838834871115,0.03089199440000001
bidmc_01,50625,405.0,0.43824664480000003,0.31476151063180297,0.926686,0.023400982399999992,0.462092496,0.06595553416423813,0.22873999999999994,0.0025386239999999893,0.718227500744353,0.14273201145475142,0.01296980319999999
bidmc_01,51250,410.0,0.4919858464,0.32877902538468423,0.912023,0.08407742080000008,0.461558296,0.06298550445599672,0.23753999999999997,-0.0036070240000000142,0.6682679177105013,0.13646243289182228,0.04384222240000005
bidmc_01,51875,415.0,0.5059596936,0.325996500121458,0.947214,-0.05612972640000008,0.46214558400000005,0.06314804866042137,0.24144999999999994,0.004781599999999997,0.6443119085040679,0.13664073444805852,0.030455663200000038
bidmc_01,52500,420.0,0.47682577600000003,0.3283028299993983,0.947214,-0.002138108799999927,0.465981408,0.0603306530972236,0.23851999999999995,0.0028900479999999784,0.6885159276361575,0.1294698084336772,0.0025140783999999528
bidmc_01,53125,425.0,0.44946625840000004,0.323201852704818,0.926686,-0.05258092640000006,0.464374976,0.05666416864191536,0.21406999999999993,-0.006102912000000016,0.7190776339423303,0.12202217937715917,0.02934191920000004
bidmc_01,53750,430.0,0.4462771624,0.32408799789087905,0.926686,0.0462027344,0.464422784,0.061137860112448685,0.23558,0.006198527999999981,0.7262017844386442,0.13164239692006965,0.02620063119999999
bidmc_01,54375,435.0,0.4978509448000001,0.33191016198365625,0.923754,0.056944830399999924,0.46274248800000006,0.06473528502671363,0.23656,-0.009559119999999977,0.6666844740698826,0.1398945348890866,0.03325197519999995
bidmc_01,55000,440.0,0.4984501416,0.32739461930848884,0.923754,-0.055746436799999854,0.46198627999999997,0.06539033968287365,0.23363,0.008046704000000071,0.6568238930250427,0.1415414287659038,0.03189657039999996
bidmc_01,55625,445.0,0.45774636800000007,0.31970115080679046,0.918866,-0.02566111040000013,0.46391852,0.06664168769988947,0.23363,-0.004182224000000123,0.698422695915513,0.143649242652884,0.014921667200000127
bidmc_01,56250,450.0,0.43691029359999994,0.31343258438957905,0.915934,-0.0160110383999999,0.46283384000000005,0.06418393329279844,0.23459999999999998,0.0020128640000000586,0.7173826563442697,0.1386756737949944,0.009011951199999979
bidmc_01,56875,455.0,0.47098013680000006,0.3133145345820313,0.905181,0.08415072480000002,0.46256647199999995,0.06462713218914495,0.24144000000000004,-0.0025476000000000387,0.6652379683627943,0.13971395764107028,0.04334916240000003
bidmc_01,57500,460.0,0.4927943824,0.32245734933686376,0.915934,-0.04052223360000001,0.45962776799999994,0.06723950399503388,0.24242999999999998,-0.0033298079999999897,0.6543432849683776,0.14629089534063694,0.0219260208
bidmc_01,58125,465.0,0.4306821728,0.3099866351194189,0.915934,-0.08370218560000003,0.46245544,0.06817175184610118,0.24242999999999998,0.008985152000000052,0.7197556224546763,0.14741226621495676,0.04634366880000004
bidmc_01,58750,470.0,0.44146611519999995,0.3083426434174935,0.914956,0.10527007040000003,0.46357999199999994,0.06582246573625099,0.25806999999999997,-0.006736047999999939,0.6984498568546914,0.14198698150300995,0.05600305919999998
bidmc_02,0,0.0,0.44379849832,0.4004011572696405,1.16856,0.1749391345600001,0.47982099199999995,0.15313305905066985,0.57674,-0.012332159999999981,0.9022118294080015,0.3191455614870397,0.09363564728000004
bidmc_02,625,5.0,0.5250435463199999,0.41342906389580564,1.187011,-0.012449038560000014,0.47253495199999995,0.17264070665528944,0.74682,-0.0022399200000000064,0.7874171187825884,0.3653493579157115,0.00734447928000001
bidmc_02,1250,10.0,0.45175005912000005,0.4246775965740607,1.187011,-0.13413793583999994,0.46536454400000005,0.16366939181408374,0.74682,-0.012100895999999917,0.9400699522460937,0.35170070909694107,0.07311941591999993
bidmc_02,1875,15.0,0.419761028,0.3779989144421377,1.1230499,0.07015987359999998,0.45510850399999997,0.13409317630752873,0.54741,-0.008411184000000127,0.9005076429689294,0.2946393672928631,0.03928552880000005
bidmc_02,2500,20.0,0.5035623309599999,0.39118001619419296,1.12551,0.09744273231999995,0.461597744,0.14315822780193413,0.60899,0.021389664000000086,0.7768238712863427,0.3101356527996405,0.05941619816000002
bidmc_02,3125,25.0,0.47650400576,0.43454674213355093,1.1697899999999999,-0.15155938272000002,0.46172764,0.15024170816211588,0.69209,-0.021129871999999994,0.911945807243876,0.3253896231390712,0.08634462736000001
bidmc_02,3750,30.0,0.44241473944,0.4234753483061732,1.1697899999999999,0.08338085007999996,0.45824748,0.14582437277975724,0.69209,0.01416955200000003,0.9571887040958329,0.31822118161691937,0.048775201039999994
bidmc_02,4375,35.0,0.5335655193600001,0.42954047884193075,1.1378101,0.09892070976,0.48148800799999997,0.14467995542531778,0.66276,0.03231150399999999,0.8050364167473514,0.30048444101826266,0.06561610688
bidmc_02,5000,40.0,0.48460808568,0.4397243635549165,1.16241,-0.19683557712,0.4791608319999999,0.14275186117101163,0.6676500000000001,-0.036965856000000075,0.907379528260182,0.29791993359565344,0.11690071656000003
bidmc_02,5625,45.0,0.42309190376000005,0.3924057208454574,1.16241,0.07380321328000006,0.4768602639999999,0.1558593247289693,0.69208,0.032364720000000125,0.9274693982294963,0.32684417145060735,0.05308396664000009
bidmc_02,6250,50.0,0.5015182176,0.40104615501672014,1.1784,0.08304941440000002,0.46056088,0.14934134125347073,0.7057599999999999,-0.06496348800000007,0.799662587080731,0.3242590143445453,0.07400645120000005
bidmc_02,6875,55.0,0.4643072675199999,0.42765834593171603,1.183321,-0.15747131456000008,0.444034504,0.1402912335523285,0.64516,0.031910735999999995,0.9210655416841029,0.3159459824463237,0.09469102528000004
bidmc_02,7500,60.0,0.42844998832000003,0.40874846512593344,1.183321,0.08575675616000006,0.46850048000000005,0.14669163092068205,0.62268,0.017021216000000006,0.9540145227081348,0.3131081483898024,0.05138898608000003
bidmc_02,8125,65.0,0.563676668,0.4416382328726527,1.25835,0.1846966032000001,0.468054752,0.14320317507645736,0.6177900000000001,-0.01791267200000002,0.7834942875059095,0.30595324267365775,0.10130463760000005
bidmc_02,8750,70.0,0.51018312136,0.47014730688715306,1.25835,-0.29168369648000014,0.4682478799999999,0.1552242141123143,0.65494,0.018298927999999992,0.9215247735148624,0.33149938150906916,0.15499131224000007
bidmc_02,9375,75.0,0.40160107895999997,0.4245799098189682,1.25835,0.07451961167999999,0.47028898399999997,0.16680464285243304,0.66569,-0.014216720000000016,1.0572154181035922,0.35468465952367184,0.04436816584
bidmc_02,10000,80.0,0.46548575799999997,0.4122014800594562,1.14642,0.05324974640000013,0.47071844,0.16145155980877485,0.71163,0.015075632000000061,0.8855278329087426,0.34298893584844264,0.034162689200000096
bidmc_02,10625,85.0,0.51607724696,0.4192586716063173,1.14642,0.04793323151999995,0.475557528,0.15401919097894656,0.7106600000000001,-0.005397456000000078,0.8123936129375611,0.3238701062237003,0.026665343760000015
bidmc_02,11250,90.0,0.47151596896000003,0.4154779645344215,1.12797,-0.13705578752000003,0.46972124000000004,0.1484125429647454,0.67644,-0.006275119999999967,0.8811516697921163,0.31595809252026347,0.07166545376
bidmc_02,11875,95.0,0.38284229919999996,0.3746839746738428,1.1169,-0.04029155199999995,0.47834596,0.1470655191215072,0.6275700000000001,0.023524560000000028,0.9786875608291771,0.30744528850252795,0.03190805599999999
bidmc_02,12500,100.0,0.4262757208,0.3807557907981772,1.11075,0.12715839519999989,0.47894118399999996,0.15085537937732993,0.63636,-0.022334112000000017,0.8932127236120402,0.31497617962449087,0.07474625359999995
bidmc_02,13125,105.0,0.5261179216,0.4309919871371917,1.16241,0.07252600639999995,0.45788328,0.1522617751257406,0.6608,-0.019781696000000015,0.8191911931745123,0.33253330978242057,0.046153851199999985
bidmc_02,13750,110.0,0.49846157592,0.4513817002880892,1.16241,-0.12783869775999984,0.447842144,0.13781102952043883,0.6598299999999999,-0.00030057599999999685,0.9055478226323916,0.30772164622093406,0.06406963687999992
bidmc_02,14375,115.0,0.39459836544000004,0.42420157857331414,1.210381,-0.07988772319999998,0.474654144,0.15233363604544883,0.68426,0.053924575999999946,1.0750184002457936,0.320935394825193,0.06690614959999996
bidmc_02,15000,120.0,0.42617463048,0.42736837615529244,1.210381,0.14304025327999997,0.4887210639999999,0.16993168498166522,0.6891499999999999,-0.02579073599999987,1.0027987186267528,0.34770618619270127,0.08441549463999992
bidmc_02,15625,125.0,0.53616793056,0.4419521398689028,1.191931,0.07694634687999985,0.457709616,0.1500740009435763,0.6744899999999999,-0.036232160000000124,0.824277787613145,0.3278796595436107,0.05658925343999999
bidmc_02,16250,130.0,0.48134116488,0.4358622112636918,1.17471,-0.1865998782399999,0.448717192,0.14304153713056617,0.63538,0.01824731200000007,0.9055142953710559,0.3187781099157357,0.10242359511999999
bidmc_02,16875,135.0,0.40495255104,0.3975877729876585,1.17471,0.033822650560000056,0.46429788000000005,0.15554023430632216,0.71261,0.012914064000000058,0.9818108076014528,0.33500023585308275,0.023368357280000057
bidmc_02,17500,140.0,0.5141687392800001,0.41322967082382683,1.13043,0.18460972591999997,0.466052728,0.15819232005833284,0.69111,-0.009404368000000107,0.8036833739038761,0.3394293630847919,0.09700704696000004
bidmc_02,18125,145.0,0.4995491948000001,0.42523037076668607,1.1796309999999999,-0.21384881488000002,0.448403568,0.14295174758186546,0.66081,-0.025893951999999998,0.8512265137579044,0.31880082805460064,0.11987138344
bidmc_02,18750,150.0,0.39505894968000005,0.4032841281724418,1.1796309999999999,0.004868324640000032,0.45933303200000003,0.1309231844299816,0.68133,0.04775288000000005,1.0208175455373378,0.2850282698626206,0.026310602320000043
bidmc_02,19375,155.0,0.4018565536,0.3968918014501574,1.16733,0.00872688319999998,0.473066,0.1469786259682679,0.7810400000000001,-0.020286943999999973,0.9876430040810298,0.3106930434130217,0.014506913599999977
bidmc_02,20000,160.0,0.39469781239999996,0.3985288909889983,1.25835,-0.023044365600000005,0.46012994400000007,0.1478333078607012,0.72043,-0.005585168000000085,1.009703800641581,0.3212852988663618,0.014314766800000045
bidmc_02,20625,165.0,0.46695204096,0.4350921743741943,1.25835,0.16755282272,0.46316734400000004,0.14260389831524825,0.5952999999999999,0.01165996800000002,0.931768585294351,0.3078878342239388,0.08960639536000001
bidmc_02,21250,170.0,0.51715653096,0.43556642156901615,1.1538,-0.06714384272000007,0.469671256,0.15159222570917832,0.66666,0.0013478559999999806,0.8422316131807531,0.3227617211206496,0.034245849360000025
bidmc_02,21875,175.0,0.430975216,0.41249447836383146,1.16856,-0.10521878719999994,0.4849062320000001,0.1583213920134679,0.74095,0.02912209600000004,0.9571165717502877,0.3264983105334834,0.06717044159999999
